31.08,-79.54,25.32

17.25,-100.76,25.10

63.52,-113.13,24.88

132.24,-51.26,25.17

62.85,-44.19,25.10

59.67,-45.96,25.32

121.56,-42.42,24.51

287.67,-44.19,22.98

304.75,-49.49,22.90

282.69,-45.96,22.76

394.75,-51.26,21.44

369.89,-45.96,21.59

272.74,-47.73,23.05

294.76,-49.49,23.27

293.17,-51.26,23.41

406.70,-49.49,20.71

420.07,-49.49,21.66

316.31,-61.87,22.68

409.57,-51.26,22.24

335.25,-820.19,-15.80

233.39,-51.26,23.41

206.71,-53.03,22.76

252.52,-49.49,22.76

138.03,-47.73,24.88

114.27,-51.26,25.02

310.59,-54.80,23.34

412.75,-47.73,22.54

581.28,-905.04,-23.12

268.90,-49.49,23.71

41.26,-53.03,25.46

89.06,-49.49,24.51

162.46,-47.73,24.88

111.23,-49.49,25.17

322.83,-47.73,22.83

48.90,-53.03,25.54

123.68,-49.49,24.22

97.52,-54.80,25.46

96.22,-56.56,24.80

37.83,-54.80,25.68

117.27,-56.56,24.88

114.16,-51.26,24.22

122.36,-53.03,25.17

64.55,-60.10,24.80

35.11,-51.26,25.54

148.52,-53.03,23.27

291.63,-47.73,22.76

90.02,-47.73,25.46

30.45,-51.26,24.80

35.74,-58.33,25.10

53.91,-53.03,24.95

54.07,-53.03,25.61

52.81,-53.03,25.61

59.44,-47.73,25.76

58.50,-53.03,25.90

120.93,-49.49,24.88

120.72,-47.73,24.59

152.69,-51.26,24.88

98.59,-47.73,25.10

357.06,-42.42,22.17

217.29,-54.80,23.41

515.06,-905.04,-20.49

923.43,-905.04,-36.73

610.71,-905.04,-24.29

914.23,-905.04,-36.37

166.66,-49.49,24.07

190.88,-47.73,24.15

248.63,-44.19,23.12

362.96,-40.66,22.54

ending file
ending file
ending file
ending file
ending file
ending file
