1267.888324077,0.38674233777271705
1268.193753704,0.38674233777271705
1268.502956216,0.38674233777271705
1268.853221128,0.06579657301397465
1269.172984017,0.15606648945295667
1269.49470276,-0.1199743395053071
1269.802972015,-0.1199743395053071
1270.151241002,-0.07091479225318427
1270.473116069,-0.39856306454204893
1270.795875976,-2.7238105827602763
1271.102588738,-2.7238105827602763
1271.45311855,-2.5800764079550675
1271.776986843,-2.551151365038711
1272.086709455,-2.551151365038711
1272.393805086,-2.551151365038711
1272.752403447,-2.2225346111679944
1273.074133324,-2.1506134123739016
1273.395554035,-2.051237071044605
1273.701980952,-2.051237071044605
1274.052884337,-1.7690879750528612
1274.376976659,-1.6372319218481892
1274.68588785,-1.6372319218481892
1274.995121619,-1.6372319218481892
1275.303382592,-1.6372319218481892
1275.652597443,-1.3088624950260135
1275.972938482,-1.2935836660722009
1276.294788328,-1.342501404842115
1276.601857681,-1.342501404842115
1276.95161723,-1.137233148046317
1277.273409744,-1.0971662087774616
1277.595918984,-1.0415174952061002
1277.95319925,-0.8912969551016975
1278.276291958,-0.7758562020787296
1278.58582226,-0.7758562020787296
1278.895153216,-0.7758562020787296
1279.252651058,-0.488720612966762
1279.573218198,-0.41035915985054794
1279.894732989,-0.39129873823021916
1280.201749151,-0.39129873823021916
1280.552412431,-0.3744549707454731
1280.871095376,-0.35647320767786006
1281.193312106,-0.3480752143110068
1281.501629628,-0.3480752143110068
1281.852413357,-0.39046920591757384
1282.173460157,-0.4556079452683226
1282.482251003,-0.4556079452683226
1282.791103022,-0.4556079452683226
1283.153456506,-0.27810057976956604
1283.477002514,-0.2844280258389995
1283.782162255,-0.2844280258389995
1284.090852195,-0.2844280258389995
1284.39912371,-0.2844280258389995
1284.752404771,-0.4162099129360902
1285.072140461,-0.7239607741869755
1285.393548812,-0.8379163477941033
1285.702829736,-0.8379163477941033
1286.051572491,-0.6423374120172557
1286.373481698,-0.6197581608481442
1286.69605145,-0.5213456903093964
1287.001953756,-0.5213456903093964
1287.352411087,-0.18367698630103646
1287.673488601,-0.033199211962421316
1287.995557365,-0.0545712852593792
1288.353018261,-0.10187701952666833
1288.677195581,0.11555328048907139
1288.986508817,0.11555328048907139
1289.294919725,0.11555328048907139
